,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
534,15.4%,"Amador County, Sierra Foothills, California, US",750 ml,Red, US,3/1/2018,"This is a real standout wine from the Sobon family—established as winemakers in Amador County in 1977. The wine is ripe, full bodied, firmly structured and dry. It starts with whiffs of white and black pepper and aromas, carrying to the juicy palate of blackberry and cedar flavors, with soft tannins offering a mouthcoating feel.",ReZerve,,Sobon Estate 2015 ReZerve Zinfandel (Amador County),$24, California,92, Sierra Foothills,Jim Gordon,@gordone_cellars,Amador County,Not rated yet [Add Your Review],Zinfandel,2015,Sobon Estate
535,15.4%,"Lodi, Central Valley, California, US",750 ml,Red, US,3/1/2018,"A big wine that's unabashedly oaky, this one sports a delicious, spicy, toasty, and lightly smoky character from the first whiff through the densely packed flavors and then continues to linger on the finish. The texture is dense, soothingly tannic, and coats the tongue and sides of the mouth with spiciness as well as ripe berry and new leather accents.",Estate Grown Old Vine,,Peltier 2015 Estate Grown Old Vine Zinfandel (Lodi),$30, California,92, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Zinfandel,2015,Peltier
536,15%,"Wahluke Slope, Columbia Valley, Washington, US",750 ml,Red, US,3/1/2018,"Coming from a vineyard that is increasingly establishing its prominence, fruit-forward aromas of plum, boysenberry, dried herb, spice and moist earth are followed by saturated sumptuous blue and red-fruit flavors. It's undeniable in its appeal at a price that can't be beat.",Porcospino Northridge Vineyard,,Casa Smith 2015 Porcospino Northridge Vineyard Primitivo (Wahluke Slope),$20, Washington,91, Columbia Valley,Sean P. Sullivan,@wawinereport,Wahluke Slope,Not rated yet [Add Your Review],"Primitivo, Zinfandel",2015,Casa Smith
537,14.5%,"Mendocino, Mendocino County, California, US",750 ml,Red, US,3/1/2018,"An aroma like white pepper and damp earth leads to brawny fruit flavors in this full-bodied, concentrated and complex wine made from a grape variety genetically identical to Zinfandel, but often with slightly different flavors. It has a good firm texture, attractive balance for a wine of its size, and a lingering finish.",Contento Vineyard Estate Bottled,,Brutocao 2013 Contento Vineyard Estate Bottled Primitivo (Mendocino),$28, California,91, Mendocino County,Jim Gordon,@gordone_cellars,Mendocino,Not rated yet [Add Your Review],"Primitivo, Zinfandel",2013,Brutocao
538,14.5%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,3/1/2018,"With 8% Petite Sirah, this is a velvety herbaceous wine with earthy undertones that presents as both rustic and refined. Leathery black pepper meets mushroom and cedar as the medium-ripe flavors lead to a juicy finish.",,,Dashe Cellars 2015 Zinfandel (Dry Creek Valley),$30, California,91, Sonoma,Virginie Boone,@vboone,Dry Creek Valley,Not rated yet [Add Your Review],Zinfandel,2015,Dashe Cellars
539,14.3%,"Amador County, Sierra Foothills, California, US",750 ml,Red, US,3/1/2018,"This wine, from a vineyard first planted in the 1860s, has good balance an a distinctive flavor profile, as meaty earthy nuances vie for attention with delicious plummy flavors and a broad, rather soft texture. Full body gives the wine a little grip on the palate in lieu of heavy tannins.",OGP The Original Grandpère Vineyard,,Noceto 2013 OGP The Original Grandpère Vineyard Zinfandel (Amador County),$38, California,91, Sierra Foothills,Jim Gordon,@gordone_cellars,Amador County,Not rated yet [Add Your Review],Zinfandel,2013,Noceto
540,13.7%,"Contra Costa County, Central Coast, California, US",750 ml,Red, US,3/1/2018,"This is a traditional dry, full-bodied and well-balanced Zin that's made to go with a hearty meal. Ripe but not sweet boysenberry flavors are shaded with mineral, wood smoke and light baking spice accents, while firm tannins lend grip to the mouthfeel.",Estate,,Campos Family Vineyards 2015 Estate Zinfandel (Contra Costa County),$32, California,91, Central Coast,Jim Gordon,@gordone_cellars,Contra Costa County,Not rated yet [Add Your Review],Zinfandel,2015,Campos Family Vineyards
541,14.5%,"Napa Valley, Napa, California, US",750 ml,Red, US,3/1/2018,"This wine has a puckering sensibility of tannin on entry but settles in the glass to show a fresh core of strawberry, black cherry, cedar and soy. The oak is buttery and spicy, good at playing a supporting role to the density of mountain-grown high-toned fruit.",Ink Grade Vineyard,,Heitz 2013 Ink Grade Vineyard Zinfandel (Napa Valley),$28, California,91, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Zinfandel,2013,Heitz
542,14.2%,"Amador County, Sierra Foothills, California, US",750 ml,Red, US,3/1/2018,"Attractive and focused raspberry and black-cherry flavors fill out this medium-bodied wine. The aromas are fruity, with touches of clove and cinnamon, while the flavors are clean, pure and delicious. The wine has just enough tannin to firm up the texture, along with good acidity for balance. Drink now or hold through 2022.",Old Vine,,Bella Grace 2015 Old Vine Zinfandel (Amador County),$29, California,91, Sierra Foothills,Jim Gordon,@gordone_cellars,Amador County,Not rated yet [Add Your Review],Zinfandel,2015,Bella Grace
543,14.5%,"Alexander Valley, Sonoma, California, US",750 ml,Red, US,3/1/2018,"Peppery, this old-vine wine is well integrated and thickly restrained, with a lip-smacking taste of blackberry cobbler and dark chocolate. Gritty tannins give it texture and ample weight, while a freshness of acidity persists.",Todd Brothers Ranch Old Vines,,Dashe Cellars 2015 Todd Brothers Ranch Old Vines Zinfandel (Alexander Valley),$38, California,91, Sonoma,Virginie Boone,@vboone,Alexander Valley,Not rated yet [Add Your Review],Zinfandel,2015,Dashe Cellars
544,15.5%,"Fiddletown, Sierra Foothills, California, US",750 ml,Red, US,3/1/2018,"A touch of smoky, spicy oak flavor gives this ripe and berry-soaked wine a nice twist of complexity. It has strawberry and boysenberry aromas, and full, almost jammy, flavors riding on a smooth texture that shows soft tannins.",,,Sobon Estate 2016 Zinfandel (Fiddletown),$22, California,90, Sierra Foothills,Jim Gordon,@gordone_cellars,Fiddletown,Not rated yet [Add Your Review],Zinfandel,2016,Sobon Estate
545,14.5%,"California, California Other, California, US",750 ml,Red, US,3/1/2018,"Nice depth and breadth come together in this richly packed, fruity and full-bodied wine. There's a hint of freshly baked bread in the aroma along with ripe plum and blackberry, while an almost jammy richness spreads across the palate and lingers on the finish.",Old Vine,,XYZin 2014 Old Vine Zinfandel (California),$15, California,90, California Other,Jim Gordon,@gordone_cellars,California,75 [Add Your Review],Zinfandel,2014,XYZin
546,15%,"Lodi, Central Valley, California, US",750 ml,Red, US,3/1/2018,"Full of yummy, ripe plum, boysenberry and black-pepper flavors, this full-bodied and smooth-textured wine is a great value. It's very mouth filling, soothing and delicious and has a deep color, lush and fruity aromas and soft tannins on the palate.",Old Vine,,LangeTwins 2014 Old Vine Zinfandel (Lodi),$15, California,90, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Zinfandel,2014,LangeTwins
547,14%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,3/1/2018,"Smoked meat, dried mint and roasted black plums combine for a complex sense of elegance on the nose of this bottling. The flavors are cohesive yet varied, with black currant, violet and roasted beef, upheld by tannins that are soft yet steady, with a growing presence toward the finish.",Pear Valley Vineyard,,Pear Valley 2014 Pear Valley Vineyard Zinfandel (Paso Robles),$24, California,90, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Zinfandel,2014,Pear Valley
548,15.4%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,3/1/2018,"This wine is thick and sinewy, ripe and soft in texture. Spicy clove, pepper and cinnamon highlight a richness of strawberry puree and mocha chocolate flavor, the oak subdued in the background.",Love Vineyard,,Bailarin 2015 Love Vineyard Zinfandel (Russian River Valley),$34, California,90, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2015,Bailarin
549,15.6%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,3/1/2018,"Graham cracker and vanilla wafer aromas entice on the nose. This is a ripe, dense wine which boasts a sinewy backdrop of leather among a broad expanse of rich fruit flavors. A cinnamon note lingers on the finish.",,,Gallo Signature Series 2015 Zinfandel (Dry Creek Valley),$50, California,90, Sonoma,Virginie Boone,@vboone,Dry Creek Valley,Not rated yet [Add Your Review],Zinfandel,2015,Gallo Signature Series
550,14.2%,"Amador County, Sierra Foothills, California, US",750 ml,Red, US,3/1/2018,"Dark but friendly fruit flavors seem to saturate this medium-bodied wine, showing admirable concentration on the palate and good length on the aftertaste. Blueberry, boysenberry and mild spices give it lots to like. The wine is 100% varietal and has a firm texture without obvious tannins.",Estate,,Bella Grace 2015 Estate Zinfandel (Amador County),$30, California,90, Sierra Foothills,Jim Gordon,@gordone_cellars,Amador County,Not rated yet [Add Your Review],Zinfandel,2015,Bella Grace
551,15.8%,"Mendocino County, Mendocino County, California, US",750 ml,Red, US,3/1/2018,"Very ripe, Port-like flavors and a big but soft presence on the palate give a bold personality to this full-bodied wine. It's deep and concentrated in berry and raisin flavors that are layered and delicious, squeezing dark chocolate and mint between them.",,,Shooting Star 2015 Zinfandel (Mendocino County),$14, California,90, Mendocino County,Jim Gordon,@gordone_cellars,Mendocino County,Not rated yet [Add Your Review],Zinfandel,2015,Shooting Star
552,15%,"Sierra Foothills, Sierra Foothills, California, US",750 ml,Red, US,3/1/2018,"Blackberry and dark-chocolate flavors push through a firm and tannic texture in this medium to full-bodied wine from a new brand and a French-born winemaker. It's distinctively lean in mouthfeel due to substantive tannin content, but in the aromas and on the finish, an abundance of berries and dark spices comes through.",,,Omen 2015 Zinfandel (Sierra Foothills),$20, California,90, Sierra Foothills,Jim Gordon,@gordone_cellars,Sierra Foothills,Not rated yet [Add Your Review],Zinfandel,2015,Omen
553,15.5%,"Sonoma Valley, Sonoma, California, US",750 ml,Red, US,3/1/2018,"Seductive in black raspberry, this wine has sizable walls of tannin to burst through and is hugely concentrated in cherry cola and an herbaceous streak. Interlaced acidity saves the day and keeps it relatively fresh in the glass.",Bedrock Vineyard,,Enkidu 2014 Bedrock Vineyard Zinfandel (Sonoma Valley),$38, California,90, Sonoma,Virginie Boone,@vboone,Sonoma Valley,Not rated yet [Add Your Review],Zinfandel,2014,Enkidu
554,14.5%,"Howell Mountain, Napa, California, US",750 ml,Red, US,3/1/2018,"Baked leather rides over flavors of black licorice and pepper in this perfumed, older vine wine. Gritty in texture, it's full bodied and densely packed in tannin, with a streak of acidity that keeps it fresh in underlying strawberry and cherry cola.",Old Vine,,Howell Mountain Vineyards 2014 Old Vine Zinfandel (Howell Mountain),$45, California,90, Napa,Virginie Boone,@vboone,Howell Mountain,Not rated yet [Add Your Review],Zinfandel,2014,Howell Mountain Vineyards
555,15%,"Napa Valley, Napa, California, US",750 ml,Red, US,3/1/2018,"This is a taut sinewy wine, generous in oak, with a bite of powerful ripeness. Cherry cola, vanilla and biscuit add richness to the flavor profile, with streaks of black pepper and cinnamon chiming in.",,,Titus 2014 Zinfandel (Napa Valley),$30, California,90, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Zinfandel,2014,Titus
556,14.9%,"Amador County, Sierra Foothills, California, US",750 ml,Red, US,3/1/2018,"This full-bodied wine has more concentration than average, adding accents of black pepper and smoke to the varietal's famously fruity flavors. The texture is nicely firm, having support from moderate tannins, so it invites a pairing with substantial proteins.",,,Wilderotter 2014 Primitivo (Amador County),$28, California,90, Sierra Foothills,Jim Gordon,@gordone_cellars,Amador County,Not rated yet [Add Your Review],"Primitivo, Zinfandel",2014,Wilderotter
557,15.3%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,3/1/2018,"This is made from a field-blended vineyard planted in 1995. Ripe, juicy and dusty, it's a well-integrated wine that holds its high level of succulence and concentration well, showing a sweetness of vanilla oak that's nicely offset by black pepper and leather accents.",Conte Vineyard,,Wine Guerrilla 2015 Conte Vineyard Zinfandel (Russian River Valley),$35, California,90, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2015,Wine Guerrilla
558,15.6%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,3/1/2018,"Eucalyptus, Bay leaf and mint figure in prominently to the nose of this wine, an herbaceous expression of the variety that's sinewy in thick blackberry, almost to a syrupy level. From head-trained older vines, it retains that mix of fruit and earth to the powerful end.",Paradise Lane Vineyard Old Vine,,Wine Guerrilla 2015 Paradise Lane Vineyard Old Vine Zinfandel (Russian River Valley),$40, California,89, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2015,Wine Guerrilla
559,13.8%,"California, California Other, California, US",750 ml,Red, US,3/1/2018,"Hints of vanilla bean and maple bar in the aroma make this full-bodied wine seem more sweet than it is, because it responds on the palate with mouth-filling fruit, moderately firm acidity and tannins. It finishes nicely dry, quite fruity and generous.",,,Dancing Bull 2015 Zinfandel (California),$12, California,89, California Other,Jim Gordon,@gordone_cellars,California,Not rated yet [Add Your Review],Zinfandel,2015,Dancing Bull
560,15%,"Mendocino, Mendocino County, California, US",750 ml,Red, US,3/1/2018,"This full-bodied wine packs in ripe dark-fruit flavors of blackberry and boysenberry, and has smoky oaky accents to add some welcome complexity. Adding in 3% Cabernet Sauvignon, 2% Malbec and 2% Merlot accounts for some of that complexity. The wine is concentrated and mouth filling in texture without being too tannic.",,,The Federalist 2015 Zinfandel (Mendocino),$22, California,89, Mendocino County,Jim Gordon,@gordone_cellars,Mendocino,Not rated yet [Add Your Review],Zinfandel,2015,The Federalist
561,13.95%,"Lodi, Central Valley, California, US",750 ml,Red, US,3/1/2018,"Oozing with blackberry jam aroma and flavor, this medium-bodied wine has a very rich, lightly sweet mouthfeel, tons of blackberry and boysenberry on the palate and a toasty, spicy, lingering finish.",Old Vine,,OZV 2015 Old Vine Zinfandel (Lodi),$12, California,89, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Zinfandel,2015,OZV
562,14.4%,"Temecula Valley, South Coast, California, US",750 ml,Red, US,3/1/2018,"There's an intriguing blend of candied cherry and rosewater reduction on the nose of this bottling, which includes 5% Syrah, along with sweet bay leaf and fennel. Red currants and cranberries show on the sip, lifted by caramelized sage and pepper dust.",Aventura,,Avensole 2013 Aventura Zinfandel (Temecula Valley),$49, California,89, South Coast,Matt Kettmann,@mattkettmann,Temecula Valley,Not rated yet [Add Your Review],Zinfandel,2013,Avensole
563,14.5%,"Sierra Foothills, Sierra Foothills, California, US",750 ml,Red, US,3/1/2018,"This attractive medium-bodied wine has dried cherry and plum aromas, late-picked fruit flavors and a fairly smooth texture. It has subtle, spicy, tea-like nuances that add complexity.",Old Clone,,Sierra Starr 2014 Old Clone Zinfandel (Sierra Foothills),$18, California,88, Sierra Foothills,Jim Gordon,@gordone_cellars,Sierra Foothills,Not rated yet [Add Your Review],Zinfandel,2014,Sierra Starr
564,15.6%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,3/1/2018,"Richly developed flavors of dark chocolate, pretzel, leather and cedar with dried herb mark this big darkly concentrated wine, that is substantial in tannin.",Gilsson Vineyard,,Tin Barn 2014 Gilsson Vineyard Zinfandel (Russian River Valley),$29, California,88, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2014,Tin Barn
565,14.5%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,3/1/2018,"Deep and earthy aromas of red and black cherries meet with loamy soil, crushed rocks and rusty earth on the nose of this bottling. Meaty flavors show on the palate alongside gravel, tangy black plum and a hint of anise, with a decent tannic structure carrying roasted coffee bean flavors into the finish.",,,Castoro Cellars 2015 Zinfandel (Paso Robles),$16, California,88, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Zinfandel,2015,Castoro Cellars
566,15%,"Amador County, Sierra Foothills, California, US",750 ml,Red, US,3/1/2018,"This full-bodied wine is frosted with a chocolaty character from oak, and has ripe plush fruit flavors underneath. The spicy cocoa-like oakiness also has a smoky tinge.",ReZerve,,Sobon Estate 2014 ReZerve Primitivo (Amador County),$24, California,88, Sierra Foothills,Jim Gordon,@gordone_cellars,Amador County,Not rated yet [Add Your Review],"Primitivo, Zinfandel",2014,Sobon Estate
567,14.5%,"Amador County, Sierra Foothills, California, US",750 ml,Red, US,3/1/2018,"This wine is very fruity, concentrated and saturated in terms of flavor and rich and broad in texture. The tannins are quite soft and acidity low so It seems mouth-filling but not heavy on the palate.",Rocky Top,,Sobon Estate 2015 Rocky Top Zinfandel (Amador County),$18, California,88, Sierra Foothills,Jim Gordon,@gordone_cellars,Amador County,Not rated yet [Add Your Review],Zinfandel,2015,Sobon Estate
568,13.3%,"Humboldt County, North Coast, California, US",750 ml,Red, US,3/1/2018,"Complexity is the hallmark of this medium-bodied, organically grown wine that smells like cedar and new leather and tastes like tamarind and raspberries. It has more vivid acidity than usual, and a lively gripping texture.",Ishi Pishi Ranch,,Briceland 2014 Ishi Pishi Ranch Zinfandel (Humboldt County),$27, California,88, North Coast,Jim Gordon,@gordone_cellars,Humboldt County,Not rated yet [Add Your Review],Zinfandel,2014,Briceland
569,14.8%,"Lodi, Central Valley, California, US",750 ml,Red, US,3/1/2018,"This is a very pleasant, smooth and ripe-tasting wine that glides across the palate and spreads a jammy blackberry flavor to the corners of the mouth. It's soft in terms of acidity and tannins and has a sensation of sweetness from its ripeness.",,,Identified 2015 Zinfandel (Lodi),$12, California,88, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Zinfandel,2015,Identified
570,16.37%,"Amador County, Sierra Foothills, California, US",750 ml,Red, US,3/1/2018,"Very ripe fruit flavors like raisins and dried plums give this full-bodied wine a high concentration factor, while moderate tannins add more heft to the texture. It has a mouth-filling richness, high alcohol and a jammy character that lingers on the finish.",,,Russian Ridge 2014 Zinfandel (Amador County),$34, California,88, Sierra Foothills,Jim Gordon,@gordone_cellars,Amador County,Not rated yet [Add Your Review],Zinfandel,2014,Russian Ridge
571,14.4%,"Lodi, Central Valley, California, US",750 ml,Red, US,3/1/2018,"Opulent, very ripe fruit flavors fill this wine to the brim, from the aromas of strawberry jam to flavors of blackberry syrup. It's full bodied but light on tannins, so the mouthfeel is lush and soft.",,,Longvale 2015 Zinfandel (Lodi),$12, California,87, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Zinfandel,2015,Longvale
572,15%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,3/1/2018,"Pruney raisin and plum aromas and flavors are met by fruit-forward notions of blackberry jam and cherry, providing a generosity of ripe fruit. Spicy cinnamon and dusty tannin accent the full-bodied concentration and simple finish.",,,Wine Guerrilla 2015 Zinfandel (Russian River Valley),$24, California,87, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2015,Wine Guerrilla
573,14.6%,"Santa Margarita Ranch, Central Coast, California, US",750 ml,Red, US,3/1/2018,"Kirsch, caramel, maraschino cherries and hickory smoke make for a pleasing if somewhat sweet nose. Alpine strawberry and stewed raspberry show on the palate, which is fruity and flavorful if somewhat simple. Caramel pops on the finish.",,,Ancient Peaks 2015 Zinfandel (Santa Margarita Ranch),$20, California,87, Central Coast,Matt Kettmann,@mattkettmann,Santa Margarita Ranch,Not rated yet [Add Your Review],Zinfandel,2015,Ancient Peaks
574,15.2%,"Lodi, Central Valley, California, US",750 ml,Red, US,3/1/2018,"This wine is generous in flavor, a touch soft in texture and has a bit of sweetness to round off any rough edges. It smells jammy and tastes like blackberries drizzled with maple syrup, while any tannins are softened by the ripeness and body.",Old Vine,,Caricature 2014 Old Vine Zinfandel (Lodi),$15, California,87, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Zinfandel,2014,Caricature
575,14.6%,"Lodi, Central Valley, California, US",750 ml,Red, US,3/1/2018,"Lots of fresh dark-fruit flavor and a silky texture make this wine easy to sip and enjoy. Touches of spiciness and milk chocolate give it a sweet edge, and the tannins are soft on the palate.",Old Vine,,Gen5 2014 Old Vine Zinfandel (Lodi),$12, California,87, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Zinfandel,2014,Gen5
576,14.8%,"Lodi, Central Valley, California, US",750 ml,Red, US,3/1/2018,"Extremely fruity jammy aromas and flavors ride a soft juicy texture in this smooth easy-drinking wine. It's low in tannins and acidity, and has a sweet accent like maple syrup.",,,Hunted 2015 Zinfandel (Lodi),$18, California,86, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Zinfandel,2015,Hunted
577,14.8%,"Lodi, Central Valley, California, US",750 ml,Red, US,3/1/2018,"Extremely fruity jammy aromas and flavors ride a soft juicy texture in this smooth easy-drinking wine. It's low in tannins and acidity, and has a sweet accent like maple syrup.",,,Hunted 2015 Zinfandel (Lodi),$18, California,86, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Zinfandel,2015,Hunted
578,15%,"Lodi, Central Valley, California, US",750 ml,Red, US,3/1/2018,"This is a well-behaved wine that should please a crowd with its easygoing plummy flavors, smooth texture and soft acidity. It's medium-bodied and fresh-tasting.",Front Row Earth Zin and Fire,,Jessie's Grove 2013 Front Row Earth Zin and Fire Zinfandel (Lodi),$15, California,86, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Zinfandel,2013,Jessie's Grove
579,14.5%,"Central Coast, Central Coast, California, US",750 ml,Red, US,3/1/2018,"Fruity and flowery aromas of black cherry soda, dried strawberry and hibiscus show on the nose of this bottling. The palate is somewhat thin, with flavors of berry jam, anise and a pinch of thyme.",Reserve,,Clos La Chance 2015 Reserve Primitivo (Central Coast),$36, California,86, Central Coast,Matt Kettmann,@mattkettmann,Central Coast,Not rated yet [Add Your Review],"Primitivo, Zinfandel",2015,Clos La Chance
580,14.4%,"Lodi, Central Valley, California, US",750 ml,Red, US,3/1/2018,"This is a very smooth, gentle wine, offering plenty of lush strawberry and cherry in the aroma and flavor while not going overboard in body. It feels supple and lightly sweet on the palate, and has very mild tannins.",,,Zinsane 2015 Zinfandel (Lodi),$16, California,86, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Zinfandel,2015,Zinsane
581,13.9%,"California, California Other, California, US",750 ml,Red, US,3/1/2018,"Wood smoke aromas and flavors give a spicy edge to this full-bodied, moderately tannic and perhaps slightly sweet wine. A toasted oak element is behind the smokiness, and it provides good counterpoint against the almost syrupy fruit flavors.",Hullabaloo,,Nine North Wine Company 2014 Hullabaloo Zinfandel (California),$16, California,86, California Other,Jim Gordon,@gordone_cellars,California,Not rated yet [Add Your Review],Zinfandel,2014,Nine North Wine Company
582,15.1%,"Lodi, Central Valley, California, US",750 ml,Red, US,3/1/2018,"A very strong and spicy oak aroma leaps from the glass, and the same dramatic smoke and chocolate element dominates the flavors of this full-bodied wine to the point that any fruity aspects are very muted.",Vintner's Choice Reserve,,Jessie's Grove 2012 Vintner's Choice Reserve Zinfandel (Lodi),$32, California,84, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Zinfandel,2012,Jessie's Grove
583,15.3%,"Napa Valley, Napa, California, US",750 ml,Red, US,2/1/2018,"This is a delicate spicy wine despite its robust ripeness and brawny underside. Compost and brambly brush combine with blackberry and an undeniably delicious streak of white pepper, making for a complex, complete wine that's enjoyable from start to finish.",Blocks 7 and 22,,Hendry 2014 Blocks 7 and 22 Zinfandel (Napa Valley),$36, California,93, Napa,Virginie Boone,@vboone,Napa Valley,79 [Add Your Review],Zinfandel,2014,Hendry
584,15%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,2/1/2018,"Brawny and expansive in dusty minerality, this dry wine is velvety thick and floral in violet aromas. Blackberry, cherry and an herbal undercurrent of menthol work together seamlessly to provide complexity and bold swathes of persistent flavor.",Montafi Ranch,,Carlisle 2015 Montafi Ranch Zinfandel (Russian River Valley),$47, California,93, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2015,Carlisle
585,14.8%,"Columbia Valley (OR), Oregon Other, Oregon, US",750 ml,Red, US,2/1/2018,"This potent red begins with rich blueberry and cherry fruit paired with ample barrel flavors evoking caramel, coffee and dark chocolate. Young, tight and focused, it may be enjoyed immediately (if decanted), or cellared for up to a decade. Drink 2020–2030.",Old Vine,,Sineann 2016 Old Vine Zinfandel (Columbia Valley (OR)),$39, Oregon,92, Oregon Other,Paul Gregutt,@paulgwine ,Columbia Valley (OR),Not rated yet [Add Your Review],Zinfandel,2016,Sineann
586,14.5%,"Dry Creek Valley, Sonoma, California, US",750 ml,Red, US,2/1/2018,"This is a brawny leathery red with voluptuous black fruit and a taste of black pepper. Grippy, it offers plenty of structure and complexity to suggest long-term enjoyment, and is a good versatile call for the table.",Bradford Mountain Vineyard,,Ousterhout 2012 Bradford Mountain Vineyard Zinfandel (Dry Creek Valley),N/A, California,92, Sonoma,Virginie Boone,@vboone,Dry Creek Valley,Not rated yet [Add Your Review],Zinfandel,2012,Ousterhout
587,15.9%,"Templeton Gap District, Central Coast, California, US",750 ml,Red, US,2/1/2018,"Quite lovely aromas of rose petals, raspberry framboise, gravel, baked earth, vanilla and caramel show on the inviting nose of this bottling. There is an intriguing peppery spice and herbal character of thyme, bay leaf and oregano on the sip, all set against a backdrop of exotic cherry.",,,Zenaida Cellars 2015 Zinfandel (Templeton Gap District),$35, California,92, Central Coast,Matt Kettmann,@mattkettmann,Templeton Gap District,Not rated yet [Add Your Review],Zinfandel,2015,Zenaida Cellars
588,14.8%,"Russian River Valley, Sonoma, California, US",750 ml,Red, US,2/1/2018,"With 12% Petite Sirah, this old-vine wine is dominated by candied plum on the nose and mouth, with additional notes of ripe black fruits on the palate. The palate is bold yet well-integrated, with a velvety texture and graceful structure.",Ponzo Vineyard Old Vines Reserve,,Miro 2015 Ponzo Vineyard Old Vines Reserve Zinfandel (Russian River Valley),$36, California,92, Sonoma,Virginie Boone,@vboone,Russian River Valley,Not rated yet [Add Your Review],Zinfandel,2015,Miro
589,14.5%,"Howell Mountain, Napa, California, US",750 ml,Red, US,2/1/2018,"This comes from the producer's own estate and from its top blocks of old vines. Spiced, it's also herbal in cedar and sandalwood, in addition to black licorice. Thick and spicy, it has enough acidity to brighten denser pockets of blackberry and black cherry. It shows plenty of structure for long-term enjoyment.",Beatty Ranch,,Howell Mountain Vineyards 2014 Beatty Ranch Zinfandel (Howell Mountain),$55, California,91, Napa,Virginie Boone,@vboone,Howell Mountain,Not rated yet [Add Your Review],Zinfandel,2014,Howell Mountain Vineyards
590,14.8%,"Rockpile, Sonoma, California, US",750 ml,Red, US,2/1/2018,"This wine is predominately Zinfandel, with 10% Carignane, 6% Petite Sirah and 3% Alicante Bouschet. Smoky bacon, cherry, citrus and watermelon all meld in this broadly structured, full-bodied red.",Branham Vineyard,,Leonard 2014 Branham Vineyard Zinfandel (Rockpile),$50, California,91, Sonoma,Virginie Boone,@vboone,Rockpile,Not rated yet [Add Your Review],Zinfandel,2014,Leonard
591,15.3%,"Sonoma County, Sonoma, California, US",750 ml,Red, US,2/1/2018,"This wine pays homage to a historic revolt in Sonoma in 1846. Waves of dark cherry and vanilla surround a strong core of integrated oak and supple texture in this well-made wine. Ripe, full-bodied and well-balanced, this wine will please many a palate with ease.",,,Bear Flag 2015 Zinfandel (Sonoma County),$30, California,91, Sonoma,Virginie Boone,@vboone,Sonoma County,Not rated yet [Add Your Review],Zinfandel,2015,Bear Flag
