,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1436,13%,"Quincy, Loire Valley, France",750 ml,White, France,10/1/2017,The wine is ripe and soft. It has a light touch of green fruits alongside its richer apricot flavor. There is an herbal and minty aftertaste that creates a lift.,,Domaine Select Wine & Spirits,Domaine Philippe Portier 2015  Quincy,$25, Loire Valley,88,Quincy,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Domaine Philippe Portier
1437,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,The entry-level wine from this producer is ripe and a good reflection of the vintage. It has mango and apricot flavors as well as plenty of crisper acidity and white stone fruits. Drink this wine now.,Tradition,Diva Wine USA,Domaine Bernard Fleuriet et Fils 2015 Tradition  (Sancerre),$30, Loire Valley,88,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Domaine Bernard Fleuriet et Fils
1438,12.5%,"Pouilly-Fumé, Loire Valley, France",750 ml,White, France,10/1/2017,"This is an attractive fruity wine, crisp with acidity and refreshing with lime and lemon flavors. Its brightness is balanced by a steely texture from the chalk soil of the vineyard. The wine does need to soften, so drink from 2018.",La Charmette,Gabriella Importers Inc,Domaine Chauveau 2015 La Charmette  (Pouilly-Fumé),$17, Loire Valley,88,Pouilly-Fumé,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Domaine Chauveau
1439,13%,"Pouilly-Fumé, Loire Valley, France",750 ml,White, France,10/1/2017,"This wine has richness and fine potential. With its crisp steely texture it expresses the chalk and flint soil of the vineyard. At the same time, the young citrus fruit is still developing and the wine will be better from 2018.",,Wine Traditions,Domaine de Bel Air 2016  Pouilly-Fumé,$24, Loire Valley,88,Pouilly-Fumé,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Domaine de Bel Air
1440,13%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"The estate dates back to before the French Revolution. Today, it is run by Philippe Girard who has produced this delightfully crisp wine. Its acidity and its tangy texture show its youthful side. That needs to calm down and broaden out, so wait until 2018.",Philippe Girard,"Fruit of the Vines, Inc",Domaine Girard 2016 Philippe Girard  (Sancerre),$26, Loire Valley,88,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Domaine Girard
1441,13%,"Menetou-Salon, Loire Valley, France",750 ml,White, France,10/1/2017,"The wine has all the warmth and ripe fruit of the vintage. Its tangy character is balanced by apple and pear fruits, along with refreshing acidity. Smoothly textured, the wine is ready to drink.",Les Demoiselles,Vinifrance,Domaine Benoît & Mathieu Fleuriet 2015 Les Demoiselles  (Menetou-Salon),$25, Loire Valley,88,Menetou-Salon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Domaine Benoît & Mathieu Fleuriet
1442,12.8%,"Anderson Valley, Mendocino County, California, US",750 ml,White, US,10/1/2017,"This pale-colored, dry and light-bodied wine combines a rather smooth texture with lively palate-cleansing acidity and light herb and citrus flavors. It doesn't go deep but does a good job of quenching the thirst quite well.",Cuvée 128,,Navarro 2016 Cuvée 128 Sauvignon Blanc (Anderson Valley),$19, California,88, Mendocino County,Jim Gordon,@gordone_cellars,Anderson Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Navarro
1443,14%,"Menetou-Salon, Loire Valley, France",750 ml,White, France,10/1/2017,"The wine is rich, accenting tropical-fruit flavors as well as concentrated acidity. Its spice and tangy character are part of the wine's intensity. This superripe wine is still on the young side and will be better from 2018.",La Dame de Châtenoy,World Wine Source,Isabelle et Pierre Clément 2015 La Dame de Châtenoy  (Menetou-Salon),$25, Loire Valley,88,Menetou-Salon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Isabelle et Pierre Clément
1444,13%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,This steely mineral wine is still young. It has the crispest apple and lemon fruits as well as a tight mineral texture. It obviously needs to age with its nervy character keeping the more generous fruit in check. Drink from 2018.,La Chatellenie,Jerome Selection,Joseph Mellot 2016 La Chatellenie  (Sancerre),$29, Loire Valley,88,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Joseph Mellot
1445,13.8%,"Napa Valley, Napa, California, US",750 ml,White, US,10/1/2017,"Stainless-steel fermented and aged in neutral oak, this wine threads the line between grassy wet stone and fresh-squeezed grapefruit, offering dry refreshing acidity. Light bodied, it provides just enough oomph to hold its own at the table.",,,Peju 2016 Sauvignon Blanc (Napa Valley),$25, California,88, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Peju
1446,13.9%,"Napa Valley, Napa, California, US",750 ml,White, US,10/1/2017,"Steely like a wet stone, this refreshing, lightly-crafted white is aromatic in white flowers. It delivers restrained peach, apricot and lime on the palate. The finish is tart in grapefruit.",,,Miner 2016 Sauvignon Blanc (Napa Valley),$22, California,88, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Miner
1447,13%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"This is soft in style, ripe with fine acidity to create balance. The green fruits are lifted by the crisp texture and the touch of spice. Lightly perfumed and packed with fruit, it is ready to drink.",Tradition,The Winebow Group LLC,Roland Tissier et Fils 2015 Tradition  (Sancerre),N/A, Loire Valley,88,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Roland Tissier et Fils
1448,13%,"Menetou-Salon, Loire Valley, France",750 ml,White, France,10/1/2017,"This is a soft rounded wine. With a generous texture and warm white stone-fruit flavors, it is smooth with only a mild tang of clementine peel. The wine is delicious, ripe and ready to drink.",,USA Wine West,Domaine Chavet 2015  Menetou-Salon,$20, Loire Valley,88,Menetou-Salon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Domaine Chavet
1449,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"This single-vineyard wine is ripe and smooth. Its crisp fruits are cushioned by the generous texture and flavors of yellow fruits. It is an approachable wine now, poised and with great fruitiness. Drink now.",Enclos de Maimbray,Vintage '59 Imports,Domaine Matthias et Emile Roblin 2015 Enclos de Maimbray  (Sancerre),$35, Loire Valley,88,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Domaine Matthias et Emile Roblin
1450,13%,"Marlborough, New Zealand",750 ml,White, New Zealand,10/1/2017,"This well-made regional blend shows aromas of struck flint, sage notes accent white grapefruit aromas. The flavors follow in a similar vein, picking up hints of red currant and wet stone on the mouthwatering finish. Drink now.",,"Dreyfus, Ashby & Co",Saint Clair 2016 Sauvignon Blanc (Marlborough),$18,Marlborough,88,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Saint Clair
1451,13%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"Based in the Pouilly-Fumé area, but with vines in Sancerre, this producer has made a rich wine with a line of steely acidity. The spice and touch of vanilla are balanced by the crisp lemon and gooseberry fruitiness. The wine is ready to drink.",,Imported Heritage,Patrice Moreux 2015  Sancerre,$24, Loire Valley,88,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Patrice Moreux
1452,13%,"Martinborough, New Zealand",750 ml,White, New Zealand,10/1/2017,"Winemaker Helen Masters is trying to get a bit more texture into her Sauvignon Blanc by incorporating a small portion that's been fermented on the skins. It adds a bit of richness to the already ripe flavors of fig, nectarine, melon and pineapple. Drink now.",,Verity Wine Partners,Ata Rangi 2015 Sauvignon Blanc (Martinborough),$20,Martinborough,88,,Joe Czerwinski,,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Ata Rangi
1453,12.5%,"Quincy, Loire Valley, France",750 ml,White, France,10/1/2017,"This full-bodied perfumed wine brings out ripe white and green fruits. With summer-flower aromas and plenty of acidity, it is attractive and crisply refreshing.",,Charles Neal Selections,Domaine Adèle Rouzé 2015  Quincy,$19, Loire Valley,88,Quincy,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Domaine Adèle Rouzé
1454,13%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"This is a rich ripe wine showing the warmth of the vintage. With great fruitiness, flavors of yellow fruits as well as crisper citrus, the wine is smooth and ready to drink.",,"Skurnik Wines, Inc",Domaine Pierre Martin 2015  Sancerre,N/A, Loire Valley,88,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Domaine Pierre Martin
1455,14%,"Quincy, Loire Valley, France",750 ml,White, France,10/1/2017,"This ripe wine from Albin Roux's estate is generous and packed with rich apricot and pear fruits. There is a steely edge to the texture, giving a final bite to the acidity of this opulent wine.",,WineWise,Domaine Roux 2015  Quincy,$19, Loire Valley,88,Quincy,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Domaine Roux
1456,13.5%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"Produced from 10- to 20-year-old vines, this wine is bold and fruity. It has delicious apricot and white peach fruitiness that is cut by intense zesty acidity. Its fruit and crisp texture are still young and the wine will be better from 2018.",Sur le Fort,Opici Wines,Domaine Fouassier 2015 Sur le Fort  (Sancerre),$30, Loire Valley,88,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Domaine Fouassier
1457,13%,"Tejo, Portugal",750 ml,White, Portugal,10/1/2017,"Tropical fruits are cut with citrus acidity in this warm, ripe wine that has rich fruitiness as well as a crisper texture. The wine is bright while also full and rounded in the mouth. Drink now.",Premium,Gabriella Importers Inc,Fiuza 2016 Premium Sauvignon Blanc (Tejo),$14,Tejo,88,,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Fiuza
1458,14%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"This rich ripe wine is intense and concentrated. It carries its unusually high alcohol easily, allowing plenty of room for the full-bodied apple and yellow fruits. There is a delicious tang of acidity at the end.",,Tru Wines LLC,Pierre Prieur et Fils 2015  Sancerre,$25, Loire Valley,88,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Pierre Prieur et Fils
1459,13.5%,"Alexander Valley, Sonoma, California, US",750 ml,White, US,10/1/2017,"Unoaked, this wine is fresh and fruity with a simplistic foundation of acidity and structure that supports floral aromatics and crisp wisps of stone.",Bellacana Vineyard,,Trentadue 2016 Bellacana Vineyard Sauvignon Blanc (Alexander Valley),$18, California,88, Sonoma,Virginie Boone,@vboone,Alexander Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Trentadue
1460,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,The wine goes for the herbal side of Sauvignon Blanc with its green-fruit and gooseberry flavors. There is a grassy character that gives the wine its intensely crisp acidity. Drink this wine from 2018 so it can calm down.,Florilège,The Winebow Group LLC,Romain Reverdy 2015 Florilège  (Sancerre),$25, Loire Valley,88,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Romain Reverdy
1461,13%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"Produced by the Sancerre cooperative, this is a warm, apricot and spice-flavored wine. It has a ripe character, is full of rich fruit and has a soft open aftertaste. Drink now.",Les Champs Clos,Luneau USA Inc,Cave des Vins de Sancerre 2015 Les Champs Clos  (Sancerre),$25, Loire Valley,87,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Cave des Vins de Sancerre
1462,12%,"Vin de France, France Other, France",750 ml,White, France,10/1/2017,"This cool-climate wine is crisp, steely and full of fruit. Its acidity and touch of saltiness add to its refreshing nature.",La Forcine,Tri-Vin Imports,Auguste Bonhomme 2016 La Forcine Sauvignon Blanc (Vin de France),$13, France Other,87,Vin de France,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Auguste Bonhomme
1463,N/A,"Val de Loire, Loire Valley, France",750 ml,White, France,10/1/2017,"The wine, from a great Sancerre producer, is packed with the crispest, herbal and aromatic fruit. This is the essence of Sauvignon Blanc, no messing around. Crisp citrus and delicious tangy acidity play easily together. Drink now.",Le Bouquet,Martine's Wines,Domaine Laporte 2016 Le Bouquet Sauvignon Blanc (Val de Loire),$18, Loire Valley,87,Val de Loire,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Domaine Laporte
1464,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"The wine is soft with a lightly toasty character to go alongside the bright acidity. Its grapefruit and gooseberry flavors are right up front, giving a fruity aspect to the steely texture. Drink from 2018.",Domaine J. Gueneau,"Fruit of the Vines, Inc",Jérôme Gueneau 2016 Domaine J. Gueneau  (Sancerre),$25, Loire Valley,87,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Jérôme Gueneau
1465,13.9%,"Napa Valley, Napa, California, US",750 ml,White, US,10/1/2017,"Grassy and floral, with a suggestion of hay, this wine has a smooth structure and slight perception of sweetness, built around a core of juicy peach fuzz and apricot.",,,Mason Cellars 2016 Sauvignon Blanc (Napa Valley),$19, California,87, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Mason Cellars
1466,13.5%,"Menetou-Salon, Loire Valley, France",750 ml,White, France,10/1/2017,"In the style of this producer, this is a rich wine. It has ripe yellow fruits as well as the more mineral, crisp character that comes from the tangy Sauvignon Blanc. The wine is still young, needing a few more months. So drink from 2018.",Châtenoy,World Wine Source,Isabelle et Pierre Clément 2015 Châtenoy  (Menetou-Salon),$20, Loire Valley,87,Menetou-Salon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Isabelle et Pierre Clément
1467,13%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"Produced at Domaine la Gemière, the wine is soft, rounded and easy to drink young. It has a lively edge to the ripe citrus and apple fruitiness. It is open and ready to drink.",French Blonde,"Cognac One, LLC",Xavier Flouret 2015 French Blonde  (Sancerre),$23, Loire Valley,87,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Xavier Flouret
1468,14.1%,"Luján de Cuyo, Mendoza Province, Argentina",750 ml,White, Argentina,10/1/2017,"This cloudy, unfiltered Sauvignon Blanc charts new territory for Argentina. Ripe flavors of peach, pear and melon turn more bitter on the finish, which isn't long due to modest acidity.",Breva,T. Edward Wines Ltd,Alpamanta 2016 Breva Sauvignon Blanc (Luján de Cuyo),$42, Mendoza Province,87,Luján de Cuyo,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Alpamanta
1469,12%,"Touraine, Loire Valley, France",750 ml,White, France,10/1/2017,"This family-owned producer has made a distinctly crisp herbal wine. With gooseberry and aromatic green fruit, the wine is light while packed with acidity and lively fruitiness. The wine is ready to drink.",,WineWise,Domaine Joël Delaunay 2016 Sauvignon Blanc (Touraine),$14, Loire Valley,87,Touraine,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Domaine Joël Delaunay
1470,12.5%,"Menetou-Salon, Loire Valley, France",750 ml,White, France,10/1/2017,The wine is ripe and fruity with peach and apricot flavors and a soft generous texture. It does have a citrus touch which gives a crisp edge to this otherwise warm wine. Drink now.,Domaine Armand Gaston,T. Edward Wines Ltd,Jean-Michel Sorbe 2015 Domaine Armand Gaston  (Menetou-Salon),$20, Loire Valley,87,Menetou-Salon,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Jean-Michel Sorbe
1471,13.6%,"Sonoma County, Sonoma, California, US",750 ml,White, US,10/1/2017,"Fermented in both stainless steel and neutral French oak, this is a lightly bodied and balanced white with accents of grassy pea shoot, lemongrass and pineapple. Pithy and lushly layered, it finishes in a rich fistful of wild vanilla.",,,Matanzas Creek 2016 Sauvignon Blanc (Sonoma County),$15, California,87, Sonoma,Virginie Boone,@vboone,Sonoma County,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Matanzas Creek
1472,13.8%,"Carneros, Napa-Sonoma, California, US",750 ml,White, US,10/1/2017,"Fully robust, with a distinct brazenness of baked citrus, the body of this wine is tart and lengthy, fermented in both barrel and tank. Melon defines the bulk of the flavor.",Hi Vista Vineyard,,Tin Barn 2016 Hi Vista Vineyard Sauvignon Blanc (Carneros),$21, California,87, Napa-Sonoma,Virginie Boone,@vboone,Carneros,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Tin Barn
1473,13%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"This is a soft, easygoing style from the Millets, now in their third generation in Sancerre. With attractive white stone fruits and a citrus streak, the wine has delicious refreshing acidity and a light bright aftertaste. Drink now.",,T. Elenteny Imports,François Millet 2016  Sancerre,$30, Loire Valley,87,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,François Millet
1474,13%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"Soft and fruity, this bright lively wine is crisply refreshing. It has juicy acidity that is flavored with apple and grapefruit flavors. Tangy at the end, it is ready to drink.",Jean Vincent,Esprit du Vin,Domaine Chatelain 2015 Jean Vincent  (Sancerre),$25, Loire Valley,87,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Domaine Chatelain
1475,13%,"Pouilly-Fumé, Loire Valley, France",750 ml,White, France,10/1/2017,"The wine comes from silex soil around the small village of Saint-Andelain. Crisply textured, it has vanilla and spice flavors to fill out the intense acidity. The aftertaste, still young, brings in a steely tight texture. Drink from 2018.",Vincent Vatan Sélection Silex,Esprit du Vin,Domaine Chatelain 2015 Vincent Vatan Sélection Silex  (Pouilly-Fumé),$22, Loire Valley,87,Pouilly-Fumé,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Domaine Chatelain
1476,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"From the Sancerre vineyard of this Pouilly-Fumé producer, this is a ripe wine. Packed with apple and rich peppered-pear flavors, it is spicy, shot through with acidity and lightly mineral at the end. The wine is ready to drink.",Domaine de la Croix-Canat La Vendangette,People Wine Corp,Domaine Tinel-Blondelet 2015 Domaine de la Croix-Canat La Vendangette  (Sancerre),$22, Loire Valley,87,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Domaine Tinel-Blondelet
1477,12%,"Touraine, Loire Valley, France",750 ml,White, France,10/1/2017,"Produced from 25-year-old vines, this is a delicious, crisp and clean wine. It has attractive apricot and melon flavors that are cut with lime acidity. Drink this fruity wine now.",Cuvée PHI,T. Elenteny Imports,Domaine du Vieil Orme 2016 Cuvée PHI Sauvignon Blanc (Touraine),$13, Loire Valley,87,Touraine,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Domaine du Vieil Orme
1478,12.5%,"Coteaux du Giennois, Loire Valley, France",750 ml,White, France,10/1/2017,"Crisp and full of green apple and squeezed lemon juice, this is a fruity wine that has a tight edge of steely texture as a contrast. It is a fine, refreshing and tangy wine, hinting at minerality and ready to drink.",Fernand & Sons,Moonlight Wine Company,Thibault 2015 Fernand & Sons Sauvignon Blanc (Coteaux du Giennois),$17, Loire Valley,87,Coteaux du Giennois,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Thibault
1479,13%,"Coteaux du Giennois, Loire Valley, France",750 ml,White, France,10/1/2017,"From a small appellation north of the Pouilly-Fumé region, this wine is lightly fruity. It has creamy acidity and a perfumed character that comes from the lemon and honey fruitiness. Drink now.",Domaine de Terres Blanches Alchimie,Esprit du Vin,Saget la Perrière 2015 Domaine de Terres Blanches Alchimie Sauvignon Blanc (Coteaux du Giennois),$20, Loire Valley,87,Coteaux du Giennois,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Saget la Perrière
1480,12.5%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"A soft style, this is ripe with attractive apple and crisp pear fruits. The wine is refreshing with its acidity lacing through the flinty texture. The wine will be ready to drink from 2018.",Le Clos Chartier,"Fruit of the Vines, Inc",Jérôme Gueneau 2016 Le Clos Chartier  (Sancerre),$25, Loire Valley,87,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Jérôme Gueneau
1481,13.3%,"Middleburg, Virginia, US",750 ml,White, US,10/1/2017,"This wine starts off with a nose of fresh grass and subtle rosewater. These translate well on the palate, alongside additional hints of ginger and lemon. Tingling with acidity but thin in weight, the midpalate is slightly disjointed. A zing of citrus on the finish brings a bit of focus.",,,Blue Valley 2016 Sauvignon Blanc (Middleburg),$28, Virginia,87,Middleburg,Carrie Dykes,,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Blue Valley
1482,13.4%,"Virginia, Virginia, US",750 ml,White, US,10/1/2017,"This wine evokes aromas of spring—fresh peach, lemon and pomelo mix with white flowers and a fresh green stem note. The palate is velour-soft in feel, yet there is a crispness from a citrus note that offers balance. The finish is mid-length and offers layers of flavors.",,,James Charles 2016 Sauvignon Blanc (Virginia),$26, Virginia,87,Virginia,Carrie Dykes,,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,James Charles
1483,12.5%,"Pouilly-Fumé, Loire Valley, France",750 ml,White, France,10/1/2017,"The wine's ripe fruit is balanced by a crisp texture. Apple and citrus are well to the fore, bringing out the acidity. That contrasts with the steely texture that will allow this young wine to age for another year. Drink from 2018.",,The Artisan Collection,Jean-Pierre Bailly 2015  Pouilly-Fumé,$25, Loire Valley,87,Pouilly-Fumé,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Jean-Pierre Bailly
1484,12.5%,"Vin de France, France Other, France",750 ml,White, France,10/1/2017,"Although the producer is based in Sancerre, this wine has an almost southern warmth to it. Its orange blossom aromas, rich tropical fruit flavors and balanced acidity make it ripe and ready to drink now.",,Five Grapes,Eric Louis 2016 Sauvignon Blanc (Vin de France),$12, France Other,87,Vin de France,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Eric Louis
1485,13%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"This has a soft texture that just allows room for some crisp apple flavors. Otherwise, it is a smooth rounded wine. Its fruitiness and its acidity are part and parcel of this ripe wine. Drink now.",Benoît Girard,"Milton's Distributing Co., Inc",Domaine Girard 2016 Benoît Girard  (Sancerre),$25, Loire Valley,87,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Domaine Girard
1486,12.5%,"Coteaux du Giennois, Loire Valley, France",750 ml,White, France,10/1/2017,"The wine is crisp, tangy and with plenty of grapefruit and lemon fruitiness. Its crispness and nervy texture are bright and refreshing. With fine acidity at the end, this is ready now.",Champ Gibault,Joli Vin,Florian Roblin 2015 Champ Gibault Sauvignon Blanc (Coteaux du Giennois),$30, Loire Valley,87,Coteaux du Giennois,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Florian Roblin
1487,13%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,The wine is soft and round. It has a light herbal edge to the otherwise smooth peach and citrus flavors. The aftertaste brings in an attractive mineral texture. Drink this crisp clean wine now.,Champ Secret,T. Elenteny Imports,Nicolas Millet 2016 Champ Secret  (Sancerre),$20, Loire Valley,87,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Nicolas Millet
1488,13%,"Thracian Valley, Bulgaria",750 ml,White, Bulgaria,10/1/2017,"This straw-colored Sauvignon Blanc from Bulgaria's Thracian Plains has fresh cut grass and lemon blossom aromas. On the palate, expect lemongrass, fresh fig, mango and dried herb flavors.",Riverside,Old Town Wine Imports,Manastira 2016 Riverside Sauvignon Blanc (Thracian Valley),$16,Thracian Valley,87,,Jeff Jenssen,@worldwineguys,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Manastira
1489,13.5%,"Napa Valley, Napa, California, US",750 ml,White, US,10/1/2017,"A hearty addition of 16% Semillon is in this white, which is floral with peach and apricot. Fleshy plushness dominates alongside a simple layering of acidity that keeps it balanced, taking on further fruit components of tropical pineapple and mango.",,,Duckhorn 2016 Sauvignon Blanc (Napa Valley),$30, California,86, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Duckhorn
1490,12%,"Val de Loire, Loire Valley, France",750 ml,White, France,10/1/2017,"Owned by the same family since 1790, this estate has produced a fruity, attractive wine with lively acidity and a crisp texture. It is full of tangy lemon-zest and refreshing lime-juice flavors. Drink now.",Domaine de la Rablais,Astor Wines,Paris-Simoneau 2016 Domaine de la Rablais Sauvignon Blanc (Val de Loire),$12, Loire Valley,86,Val de Loire,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Paris-Simoneau
1491,12.5%,"Coteaux du Giennois, Loire Valley, France",750 ml,White, France,10/1/2017,"The wine, from the area north of Pouilly-Fumé, is brightly lit with fine acidity and green fruits. It is also textured, bringing out the chalk and flint soil of the areas. Drink this fruity lightly structured wine now.",Domaine de Villargeau,Polaner Selections,Thibault 2015 Domaine de Villargeau Sauvignon Blanc (Coteaux du Giennois),$16, Loire Valley,86,Coteaux du Giennois,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Thibault
1492,12%,"Touraine, Loire Valley, France",750 ml,White, France,10/1/2017,"While there is a herbal character to this wine, its main interest is in the ripe orange and apricot fruits. They cut easily into the acidity and the mineral edge of this attractive ready-to-drink wine.",Justin Monmousseau,USA Wine Imports,Monmousseau 2016 Justin Monmousseau Sauvignon Blanc (Touraine),$13, Loire Valley,86,Touraine,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Monmousseau
1493,12%,"Touraine, Loire Valley, France",750 ml,White, France,10/1/2017,"From vines on the north bank of the Loire, this wine is in a soft gentle style. With attractive fruit, it is light in texture with an attractive spring in its step. Ready to drink now.",Château de Pocé,Savorian Inc,Paul Buisse 2016 Château de Pocé Sauvignon Blanc (Touraine),$13, Loire Valley,86,Touraine,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Paul Buisse
1494,13%,"Sancerre, Loire Valley, France",750 ml,White, France,10/1/2017,"A yellow-fruit interpretation of Sauvignon Blanc, meaning it is ripe, full and smooth. Of course there is acidity but it is calm and soft. The fruit dominates this rich wine that is ready to drink.",Tradition,Craft + Estate–The Winebow Group,Hubert Brochard 2015 Tradition  (Sancerre),$24, Loire Valley,86,Sancerre,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2015,Hubert Brochard
1495,12%,"Vin de France, France Other, France",750 ml,White, France,10/1/2017,"Crisply herbal in nature, this is a citrus fruit flavored wine. It's full of refreshing acidity, giving it a lively, bright character and an aftertaste that reinforces that laser focus.",Alain de la Treille,Kysela Père et Fils,Bougrier 2016 Alain de la Treille Sauvignon Blanc (Vin de France),$12, France Other,86,Vin de France,Roger Voss,@vossroger,,Not rated yet [Add Your Review],Sauvignon Blanc,2016,Bougrier
