,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
891,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Chopped mint, new leather, forest floor and spiced plum aromas take shape in the glass. The ripe, juicy palate doles out fleshy black cherry, raspberry jam, clove and licorice notes, supported by big, rounded tannins. It's already accessible and seriously delicious. Drink through 2022.",,North Berkeley Imports,Collosorbo 2012  Brunello di Montalcino,$55, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Collosorbo
892,18%,"Chianti Rufina, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Made entirely from organically grown Sangiovese, this opens with red plum, new leather and underbrush aromas. The full-bodied palate delivers crushed raspberry, black cherry, pipe tobacco and a hint of black pepper, with polished tannins providing backbone. Drink through 2022.",Riserva,Blicker Pierce Wagner Wine Merchants,I Veroni 2013 Riserva  (Chianti Rufina),$30, Tuscany,92,Chianti Rufina,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2013,I Veroni
893,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Earthy aromas of truffle, leather, dried herb and dark berry slowly take shape in this full-bodied red. Smooth and concentrated, the palate doles out fleshy wild cherry, raspberry compote, and savory orange zest and star anise notes, framed by fine-grained tannins. Drink 2019–2025.",Vigna del Fiore,"Frederick Wildman & Sons, Ltd",Fattoria dei Barbi 2012 Vigna del Fiore  (Brunello di Montalcino),$80, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Fattoria dei Barbi
894,14%,"Rosso di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Fragrant blue flower, red berry and balsamic notes set the tone for this delicious red. The elegantly structured palate delivers wild cherry, crushed raspberry and chopped mint flavors, a potpourri of dark spice lingering through the finish. It's enjoyable now but promises fine drinking over the next several years. Drink through 2022.",,"Skurnik Wines, Inc",Le Potazzine 2015  Rosso di Montalcino,$35, Tuscany,92,Rosso di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2015,Le Potazzine
895,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Underbrush, chopped aromatic herb, dark spice and balsamic aromas come together in the glass. Firmly structured and elegant with a backbone of taut, refined tannins, the palate doles out ripe Marasca cherry, crushed raspberry, licorice and baking spice flavors. Drink 2020–2032.",,Monsieur Touton Selection Ltd,Poggio Antico 2012  Brunello di Montalcino,$85, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Poggio Antico
896,14.5%,"Chianti Rufina, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Ripe berry, new leather, dark spice and a balsamic note are some of the aromas you'll find in this full-bodied red. The firm palate offers black cherry, fresh mint and clove set against a backbone of fine-grained tannins that lend polish and structure. It's already impressive but will continue to develop. Drink 2020–2030.",Vigneto Bucerchiale,Dalla Terra Winery Direct,Selvapiana 2012 Vigneto Bucerchiale  (Chianti Rufina),$35, Tuscany,92,Chianti Rufina,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Selvapiana
897,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"This offers ripe dark-skinned berry, chopped herb, baking spice aromas wrapped in balsamic savor. On the palate, chewy tannins weave through wild cherry, black raspberry, cinnamon and star anise flavors. Drink 2018–2024.",,Vintus LLC,Casisano Tommasi 2012  Brunello di Montalcino,$58, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Casisano Tommasi
898,15%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Underbrush, grilled herb, new leather and spiced plum aromas lead the nose of this chewy Brunello. The palate doles out juicy black cherry, raspberry compote, licorice and pipe tobacco notes, framed by robust, fine-grained tannins. Despite the powerful structure and hefty alcohol, it has elegance. Drink 2019–2027.",,Terralsole USA,Terralsole 2012  Brunello di Montalcino,$68, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Terralsole
899,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Dark-skinned berry, new leather, and menthol aromas lead the nose, brightened by a floral tone. The palate delivers dried black cherry, crushed raspberry, clove and star anise flavors, made firm by framed tightly knit, rounded tannins. Drink 2020–2027.",,FX Magner Selection,Villa Poggio Salvi 2012  Brunello di Montalcino,$54, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Villa Poggio Salvi
900,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Truffle, chopped mint, woodland berry and eucalyptus aromas unfold in the glass. Bright and juicy, the palate evokes succulent red berries, star anise, clove and tobacco, set against a backdrop of firm, polished tannins. Fresh acidity lends balance. Drink 2019–2027.",,Kobrand,Tenuta La Fuga 2012  Brunello di Montalcino,$67, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Tenuta La Fuga
901,13.5%,"Vino Nobile di Montepulciano, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"You'll discover alluring aromas of grilled herb, saddle leather, cured meat and ripe berry in this enticing red. The palate is succulent and juicy, offering red cherry, crushed raspberry, white pepper and clove flavors. It's buttressed by bright acidity and youthfully firm, refined tannins for balance and a structure built for ageing. Drink 2018–2028.",,Massanois Imports,Salcheto 2013  Vino Nobile di Montepulciano,$28, Tuscany,92,Vino Nobile di Montepulciano,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2013,Salcheto
902,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Underbrush, dark spice, mature berry and balsamic notes emerge in the glass. The chewy palate doles out juicy Marasca cherry, black raspberry and licorice flavors with a hint of pipe tobacco, while youthfully firm, seasoned tannins provide the framework. Drink 2019–2017.",,Peter Warren Selections,Abbadia Ardenga 2012  Brunello di Montalcino,$51, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Abbadia Ardenga
903,13%,"Chianti Classico, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Made entirely from Sangiovese, this elegant red boasts classic varietal aromas such as violet, red berry and new leather. On the bright, sleek palate, cinnamon and Mediterranean herb accent a juicy core of Morello cherry and crushed raspberry fruit. It's nicely balanced, with polished tannins and fresh acidity. Drink through 2025.",Levigne Riserva,Oliver McCrum Wines,Istine 2012 Levigne Riserva  (Chianti Classico),$80, Tuscany,92,Chianti Classico,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Istine
904,14%,"Vino Nobile di Montepulciano, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Mature berry, black plum, truffle and dark spice aromas take center stage. The chewy palate doles out crushed raspberry, tart cherry, licorice and clove flavors. This is fresh and balanced with firm, refined tannins. Drink 2018–2026.",Il Saggio Riserva,Domenico Valentino,Antico Colle 2012 Il Saggio Riserva  (Vino Nobile di Montepulciano),$50, Tuscany,92,Vino Nobile di Montepulciano,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Antico Colle
905,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Wild berry, new leather and thyme are some of the aromas you'll discover in this savory Brunello. The palate doles out juicy black cherry, ripe raspberry, white pepper and tobacco notes, while firm, polished tannins offer support. Drink 2018–2025.",,USA Wine West,Casanuova delle Cerbaie 2011  Brunello di Montalcino,$80, Tuscany,92,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2011,Casanuova delle Cerbaie
906,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"You'll find ripe plum, forest floor, exotic spice, menthol and espresso aromas in this structured red. The palate is bright and linear with youthful tension, delivering red cherry, strawberry, white pepper and anise notes set against compact, fine-grained tannins. Drink 2020–2030.",,Enotria Wine Import,Pietroso 2012  Brunello di Montalcino,$60, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Pietroso
907,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Forest floor, leather, tobacco and menthol aromas take shape in the glass. The palate is tense and vibrant, offering raspberry, pomegranate, licorice and espresso notes, bolstered by tightly wound tannins. Drink after 2020.",Zebras,Yountville Wine Imports,Villa I Cipressi 2012 Zebras  (Brunello di Montalcino),$90, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Villa I Cipressi
908,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"This opens with black plum, underbrush and new leather aromas. The palate is concentrated, its mint- and tobacco-laced black cherry core underpinned by fine-grained tannins. Drink now–2023.",Lupi e Sirene Riserva,Dark Star Imports,Podere Le Ripi 2010 Lupi e Sirene Riserva  (Brunello di Montalcino),$175, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Podere Le Ripi
909,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"French oak, tobacco and exotic spice aromas emerge in the glass. The firm, full-bodied palate delivers dried black cherry, raspberry compote, vanilla and licorice flavors, framed by assertive but fine-grained tannins. Drink 2020–2027.",,Maisons Marques & Domaines USA,Castiglion del Bosco 2012  Brunello di Montalcino,$50, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Castiglion del Bosco
910,14.5%,"Vino Nobile di Montepulciano, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Dark spice, plum, toast and balsamic aromas lift out of the glass. The palate is firm and full-bodied, showing juicy black cherry, grilled herb, roasted coffee bean and French oak notes, underscored by bracing tannins that suggest this still needs a few more years to unwind.",Il Nocio,Empson USA Ltd,Boscarelli 2012 Il Nocio  (Vino Nobile di Montepulciano),$120, Tuscany,91,Vino Nobile di Montepulciano,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Boscarelli
911,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Red berry, toast and black spice aromas lead the nose, accented by whiffs of espresso. The palate offers licorice, clove, dried cherry and vanilla notes, while a backbone of fine-grained tannins provides support.",,Kobrand,Tenute Silvio Nardi 2012  Brunello di Montalcino,$69, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Tenute Silvio Nardi
912,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Earthy underbrush, scorched earth, leather and grilled Porcini mushroom aromas lead the nose. The brawny, vigorous palate delivers fleshy wild cherry, black raspberry, anise and vanilla flavors, while firm, chewy tannins lend structure. Drink 2020–2027.",,Vignaioli Selection,Collemattoni 2012  Brunello di Montalcino,$65, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Collemattoni
913,14.5%,"Chianti Classico, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Made entirely from Sangiovese, this elegant Chianti has enticing ripe red berry, violet and baking spice scents. The palate doles out succulent black cherry, leather and clove notes, while firm, savory tannins offer support. Enjoy through 2021.",Montebello Sette Gran Selezione,Banville Wine Merchants,Tolaini 2013 Montebello Sette Gran Selezione  (Chianti Classico),$30, Tuscany,91,Chianti Classico,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2013,Tolaini
914,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"This opens with dry underbrush, sun-baked soil and French oak aromas. The palate is equally brooding, its dried black cherry and blackberry fruit brushed with licorice and espresso flavors. Assertive, close-grained tannins leave a firm finish. Drink 2020–2027.",Pelagrilli,"Skurnik Wines, Inc",Siro Pacenti 2012 Pelagrilli  (Brunello di Montalcino),$42, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Siro Pacenti
915,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Star anise, forest floor, mature dark-skinned fruit and a whiff of menthol perfume this structured red. The taut, full-bodied palate offers dried black cherry, licorice and pipe tobacco flavors, framed by firm, fine-grained tannins. Drink 2020–2027.",Manachiara,Kobrand,Tenute Silvio Nardi 2012 Manachiara  (Brunello di Montalcino),$105, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Tenute Silvio Nardi
916,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Underbrush, oak, wild berry, herb and balsamic notes lead the nose of this Brunello. Tightly wound, fine-grained tannins frame cranberry, red cherry, orange zest and white pepper flavors on the palate. A hint of star anise signals the close. Drink 2020–2027.",,de Grazia Imports LLC,Podere Brizio 2012  Brunello di Montalcino,$55, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Podere Brizio
917,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"This opens with subdued, earthy aromas suggesting used leather, grilled sage, Mediterranean scrub and mature berry. On the hearty, monolithic palate, a pronounced licorice note and alcoholic warmth underscore the mature black cherry and clove flavors. Assertive tannins provide a tight framework. Drink 2020–2027.",,Masciarelli Wine Co,Capanna 2012  Brunello di Montalcino,$58, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Capanna
918,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Fruity plum aromas mingle with dark spice, chopped herb and violet notes on the nose of this full-bodied red. On the palate, fleshy black cherry, clove and anise flavors are set against chewy tannins and fresh acidity. It's already approachable but will also offer years of enjoyment. Drink 2018–2023.",,Opici Wines,Carpineto 2012  Brunello di Montalcino,$60, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Carpineto
919,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Chopped herb, pine, forest floor and balsamic notes follow through to the palate, rich in vibrant red cherry, cranberry, star anise and white pepper notes. It's still tightly wound, with compact tannins and fresh acidity. Give it time to develop more depth and complexity. Drink 2022–2032.",,Kermit Lynch Wine Merchant,Sesti 2012  Brunello di Montalcino,$108, Tuscany,91,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Sesti
920,13.5%,"Chianti Classico, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"This 100% Sangiovese Chianti opens with iris, new leather and vanilla aromas. Structured and savory, the palate delivers black cherry, tobacco and licorice flavors, while chewy tannins lend structure. Enjoy through 2021.",Gran Selezione,Wooden Ships,Castello di Radda 2012 Gran Selezione  (Chianti Classico),$47, Tuscany,90,Chianti Classico,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Castello di Radda
921,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"This opens with ripe black plum, vanilla and new leather aromas. The concentrated, full-bodied palate offers mature black cherry, clove, tobacco and black pepper flavors over a matrix of assertive, close-grained tannins. Drink 2018–2025.",Millecento,Maisons Marques & Domaines USA,Castiglion del Bosco 2010 Millecento  (Brunello di Montalcino),$195, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,Castiglion del Bosco
922,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"From 40-year-old vines, this Brunello opens with French oak, coconut, spiced plum and balsamic eucalyptus notes. Those aromas carry over to the palate, which is assertive and chewy with licorice and espresso flavor. A backbone of close-grained tannins provides support.",Ciliegio,Medallion Global,La Magia 2012 Ciliegio  (Brunello di Montalcino),$150, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,La Magia
923,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Dark-skinned berry, underbrush and star anise set the tone of this full-bodied red. The palate is juicy and polished, full of ripe black cherry, tobacco, clove and tangerine zest flavors, ribbed with fine-grained tannins. Drink 2019–2025.",dei Togati,Panebianco,La Togata 2012 dei Togati  (Brunello di Montalcino),$110, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,La Togata
924,15%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Ripe dark-skinned berry, baking spice and Mediterranean brush aromas waft out of the glass. The full-bodied yet one-dimensional palate delivers wild cherry, black raspberry, star anise and salty mineral notes made bolder by alcohol warmth and big, velvety tannins. Drink 2019–2024.",,Superior Wines,Mastrojanni 2012  Brunello di Montalcino,$125, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Mastrojanni
925,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Dark spice, forest floor, sun-baked soil and toast aromas lead the nose. The ripe, full-bodied palate doles out raspberry jam, vanilla, licorice and espresso notes, while close-grained tannins provide firm support.",,Yountville Wine Imports,Villa I Cipressi 2012  Brunello di Montalcino,$60, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Villa I Cipressi
926,14%,"Vino Nobile di Montepulciano, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Rose, aromatic herb, red berry and French oak notes lead the nose on this elegantly structured wine. Linear and taut, the palate offers red cherry, vanilla and a hint of exotic spice, with firm, fine-grained tannins and zesty acidity. Drink 2020–2030.",,Siena Imports,Le Bèrne 2013  Vino Nobile di Montepulciano,$25, Tuscany,90,Vino Nobile di Montepulciano,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2013,Le Bèrne
927,15%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Underbrush, new leather, truffle and chopped herb aromas take shape in this full-bodied red. The palate is brawny, offering macerated cherry, coffee and licorice flavors, framed by chewy tannins. You'll also notice an alcoholic heat on the finish. Drink 2018–2023.",Vigna Loreto,Selected Estates of Europe Ltd,Mastrojanni 2012 Vigna Loreto  (Brunello di Montalcino),$90, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Mastrojanni
928,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"This savory Brunello has red berry, scorched soil and new leather aromas. It's full-bodied and finely tannic, offering black cherry, tobacco and clove flavors, while a licorice note marks the finish. Enjoy 2018–through 2023.",,Panebianco,Seconda Stella a Destra 2012  Brunello di Montalcino,$130, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Seconda Stella a Destra
929,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Black-skinned fruit, leather and forest floor aromas lead the nose, while the savory, medium-bodied palate delivers raspberry jam, black cherry and nutmeg flavors. Closed-grained tannins leave it feeling tight on the finish. Drink 2019–2025.",,Soilair Selection,Donna Olga 2012  Brunello di Montalcino,$45, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Donna Olga
930,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Grilled herb, dark spice, forest floor, toast and oak aromas lead the nose. The palate is dense, its mature black cherry, espresso, licorice and tobacco flavors drawn tight with close-grained tannins that leave a compact finish. Drink 2022–2027.",,Tricana Imports,Fattoi 2012  Brunello di Montalcino,$70, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Fattoi
931,14%,"Chianti Classico, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"The subtle nose of this all-Sangiovese wine suggests ripe black-skinned fruit, pressed violets and dark spices. The linear palate offers dried black cherry, licorice, clove and chopped herb flavors, pulled taut by firm, fine-grained tannins that lead to a coffee-inflected finish.",Effe 55 Gran Selezione,Monsieur Touton Selection Ltd,Tenuta di Capraia 2011 Effe 55 Gran Selezione  (Chianti Classico),$33, Tuscany,90,Chianti Classico,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2011,Tenuta di Capraia
932,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Woodland berry, tobacco and cooking spice aromas emerge in the glass. The medium-bodied, already approachable palate doles out juicy black cherry, star anise and white pepper notes, with a frame of ripe, tightly knit tannins. Enjoy 2018–2022.",,Soilair Selection,Tenuta Friggiali 2012  Brunello di Montalcino,N/A, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Tenuta Friggiali
933,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Earthy aromas suggesting grilled porcini, leather, tilled soil and balsam lead the nose. The dense, chewy palate offers mature black cherry, raspberry, licorice and dried sage flavors, set against a tannic backdrop that needs time to soften. A tobacco note signals the close. Drink 2022–2032.",,Pietro DeMarco Importers,SassodiSole 2012  Brunello di Montalcino,$49, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,SassodiSole
934,N/A,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"This opens with tobacco, dark spice, forest floor and leather aromas. The palate offers dried black cherry, licorice and clove flavors, set against tightly wound, taut tannins. It still needs a few years to come together. Drink 2019–2025.",,Monsieur Touton Selection Ltd,Tenuta di Sesta 2012  Brunello di Montalcino,$35, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Tenuta di Sesta
935,13.5%,"Vino Nobile di Montepulciano, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Coconut, baked plum and French oak aromas come together in the glass. The taut, medium-bodied palate offers red cherry fruit with hints of toast, espresso and star anise, framed by fine-grained tannins. Drink through 2020.",Vigneto Santa Pia Riserva,Ste. Michelle Wine Estates,La Braccesca 2012 Vigneto Santa Pia Riserva  (Vino Nobile di Montepulciano),$40, Tuscany,90,Vino Nobile di Montepulciano,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,La Braccesca
936,15%,"Vino Nobile di Montepulciano, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Licorice, grilled herb, mature black-skinned fruit and balsamic aromas take shape in the glass. The juicy palate doles out fleshy black cherry, crushed blackberry, orange zest and spice flavors, with a saline hint of cured meat. Chewy tannins provide lend structure.",Vigna Scianello,Maximum Wine,La Ciarliana 2010 Vigna Scianello  (Vino Nobile di Montepulciano),$36, Tuscany,90,Vino Nobile di Montepulciano,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2010,La Ciarliana
937,14.5%,"Vino Nobile di Montepulciano, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Ripe plum, coconut, vanilla and French oak aromas lead the nose. Youthfully assertive and austere, the palate offers toasted oak, licorice and espresso notes, set against a backdrop of bracing tannins that grip the finish. That structure should mellow and integrate with a few more years of bottle age.",Grandi Annate,Tabaccaia USA,Avignonesi 2012 Grandi Annate  (Vino Nobile di Montepulciano),$89, Tuscany,90,Vino Nobile di Montepulciano,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Avignonesi
938,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"You'll find wild red berry, coconut, leather, dark spice and balsamic notes on the nose of this wine. They infuse the palate, accenting its espresso-like flavor. It's full-bodied, with a backbone of close-grained tannins that give the finish grip. Drink 2019–2027.",,Enoclassica Selection,Podere San Giacomo 2012  Brunello di Montalcino,$54, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Podere San Giacomo
939,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Dark-skinned berry, underbrush and leather are some of the aromas you'll find in this juicy Brunello. The palate doles out fleshy black cherry, raspberry jam and clove flavors held together by fine-grained tannins and fresh acidity. Enjoy 2018–2023.",,August Wine Group,Brunelli Martoccia 2012  Brunello di Montalcino,$50, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Brunelli Martoccia
940,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Forest floor, leather, pressed violet and balsamic notes meld together in the glass. The palate is firm and linear, offering dried cherry, tart cranberry, crushed herb and licorice notes, set against youthfully assertive, fine-grained tannins. Drink 2019–2025.",Paesaggio Inatteso,Vias Imports,Camigliano 2012 Paesaggio Inatteso  (Brunello di Montalcino),$70, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Camigliano
941,14.5%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Truffle, new leather, coconut and spiced plum aromas come together in the glass. The taut, full-bodied palate delivers mature black cherry, licorice, coffee and ground pepper set against a backdrop of fine-grained tannins that give it a firm texture. Drink 2019–2027.",,Vignaioli Selection,La Fornace 2012  Brunello di Montalcino,$65, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,La Fornace
942,14%,"Brunello di Montalcino, Tuscany, Italy",750 ml,Red, Italy,4/1/2017,"Leafy underbrush, truffle, new leather and dark berry aromas slowly take shape in the glass. The taut palate offers dried black cherry, clove, star anise and espresso notes, with tightly-wound, fine grained tannins that leave a firm finish.",,Vias Imports,Camigliano 2012  Brunello di Montalcino,$55, Tuscany,90,Brunello di Montalcino,Kerin O’Keefe,@kerinokeefe,,Not rated yet [Add Your Review],Sangiovese,2012,Camigliano
